nome,lattes_url,ano_publicacao,titulo_publicacao,periodico,issn,qualis,pontos,area,ano_base
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2010,"Immunization with newly transformed Schistosoma mansoni schistosomula tegument elicits tegument damage, reduction in egg and parasite burden","PARASITE IMMUNOLOGY",0141-9838,A2,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2010,"Schistosoma mansoni antigens modulate the allergic response in a murine model of ovalbumin-induced airway inflammation","CLINICAL AND EXPERIMENTAL IMMUNOLOGY",0009-9104,A3,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2009,"Immunization with Recombinant Corynebacterium pseudotuberculosis Heat-Shock Protein (Hsp)-60 is Able to Induce an Immune Response in Mice, But Fails to Confer Protection Against Infection","THE OPEN VETERINARY SCIENCE JOURNAL",1874-3188,N,,,
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2009,"IL-12 and TNF-Î± production by dendritic cells stimulated with Schistosoma mansoni schistosomula tegument is TLR4- and MyD88-dependent","IMMUNOLOGY LETTERS",0165-2478,A3,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2008,"Peptides containing T cell epitopes, derived from Sm14, but not from paramyosin, induce a Th1 type of immune response, reduction in liver pathology and partial protection against Schistosoma mansoni infection in mice.","ACTA TROPICA",0001-706X,A2,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2008,"Schistosoma mansoni Antigens Modulate Experimental Allergic Asthma in a Murine Model: a Major Role for CD4+ CD25+ Foxp3+ T Cells Independent of Interleukin-10","INFECTION AND IMMUNITY",0019-9567,A2,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2008,"Recent advances in vaccine research against schistosomiasis in Brazil","ACTA TROPICA",0001-706X,A2,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2007,"Molecular characterization and T and B cell epitopes prediction of Mycoplasma synoviae 53 strain VlhA hemagglutinin","GENETICS AND MOLECULAR BIOLOGY",1415-4757,A3,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2006,"Immunization with Schistosoma mansoni 22.6 kDa antigen induces partial protection against experimental infection in a recombinant protein form but not as DNA vaccine.","IMMUNOBIOLOGY (GERMANY)",0171-2985,A2,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2006,"Co-administration of plasmid expressing IL-12 with 14-kDa Schistosoma mansoni fatty acid-binding protein cDNA alters immune response profiles and fails to enhance protection induced by Sm14 DNA vaccine alone","MICROBES AND INFECTION",1286-4579,A3,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2006,"Aluminium hydroxide associated to Schistosoma mansoni 22.6 kDa protein abrogates partial protection against experimental infection but not alter IL-10 production.","MEMORIAS DO INSTITUTO OSWALDO CRUZ",0074-0276,A4,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2006,"Schistosoma mansoni antigen-driven interleukin-10 production in infected asthmatic individuals","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2005,"Human T cell epitope mapping of the Schistosoma mansoni 14 kDa fatty acid-binding protein using cells from patients living in endemic area for schistosomiasis.","MICROBES AND INFECTION",1286-4579,A3,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2005,"Identification of paramyosin T cell epitopes associated with human resistance to Schistosoma mansoni reinfection","CLINICAL AND EXPERIMENTAL IMMUNOLOGY (PRINT)",0009-9104,A3,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2004,"IL-12 enhances protective immunity in mice engendered by immunization with recombinant 14 kDa Schistosoma mansoni fatty acid-binding protein through an IFN-g and TNF-a dependent pathway","VACCINE (GUILDFORD)",0264-410X,A2,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2004,"Identification of Immunodominant Epitopes of Schistosoma mansoni Vaccine Antigens Using human T cells","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ",0074-0276,A4,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,2000,"Human IgG1 and IgG3 recognation of Scistosoma mansoni 14kDa fatty acid-binding recombination protein","PARASITE IMMUNOLOGY (PRINT)",0141-9838,A2,,,2020
"Cristina Toscano Fonseca",http://lattes.cnpq.br/7920312439713999,1999,"Immunological properties of gene vaccines delivered by different routes","BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH (IMPRESSO)",0100-879X,A3,,,2020
