nome,lattes_url,ano_publicacao,titulo_publicacao,periodico,issn,qualis,pontos,area,ano_base
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2011,"Infection with the wMel and wMelPop strains of Wolbachia leads to higher levels of melanization in the hemolymph of Drosophila melanogaster, Drosophila simulans and Aedes aegypti","DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY",0145-305X,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2011,"Improved accuracy of the transcriptional profiling method of age grading in Aedes aegypti mosquitoes under laboratory and semi-field cage conditions and in the presence of Wolbachia infection","INSECT MOLECULAR BIOLOGY (PRINT)",0962-1075,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2011,"The wMelPop strain of Wolbachia interferes with dopamine levels in Aedes aegypti","PARASITES & VECTORS",1756-3305,A2,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2011,"Identification of a fibrinogen-related protein (FBN9) gene in neotropical anopheline mosquitoes","MALARIA JOURNAL (ONLINE)",1475-2875,A2,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2011,"Wolbachia uses host microRNAs to manipulate host gene expression and facilitate colonization of the dengue vector Aedes aegypti","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA",0027-8424,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2011,"The wMel Wolbachia strain blocks dengue and invades caged Aedes aegypti populations","NATURE (LONDON)",0028-0836,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2011,"Can Wolbachia be used to control malaria?","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2010,"Fitness aspects of transgenic Aedes fluviatilis mosquitoes expressing a Plasmodium-blocking molecule","TRANSGENIC RESEARCH",0962-8819,A2,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2010,"Assessing key safety concerns of a Wolbachia-based strategy to control dengue transmission by Aedes mosquitoes","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2009,"Anti-Anopheles darlingi saliva antibodies as marker of Plasmodium vivax infection and clinical immunity in the Brazilian Amazon","MALARIA JOURNAL (ONLINE)",1475-2875,A2,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2009,"Wolbachia Infection Reduces Blood-Feeding Success in the Dengue Fever Mosquito, Aedes aegypti","PLOS NEGLECTED TROPICAL DISEASES",1935-2735,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2009,"Antibiosis of eight Lycopersicon genotypes to Tuta absoluta  (Lepidoptera: Gelechiidae)","REVISTA CERES",0034-737X,B1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2009,"Human Probing Behavior of Aedes aegypti when Infected with a Life-Shortening Strain of Wolbachia","PLOS NEGLECTED TROPICAL DISEASES",1935-2735,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2009,"A Wolbachia Symbiont in Aedes aegypti Limits Infection with Dengue, Chikungunya, and Plasmodium","CELL (CAMBRIDGE)",0092-8674,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2008,"Expression of a mutated phospholipase A in transgenic Aedes fluviatilis mosquitoes impacts Plasmodium gallinaceum development","INSECT MOLECULAR BIOLOGY (PRINT)",0962-1075,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2008,"Transmission control of schistosomiasis mansoni by introduction of a resistant strain of Biomphalaria tenagophila in areas where transmission is maintained by this species","ACTA TROPICA",0001-706X,A2,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2007,"Effect of the Antimicrobial Peptide Gomesin Against Different Life Stages of Plasmodium spp.","EXPERIMENTAL PARASITOLOGY",0014-4894,A4,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2006,"Germline transformation of Aedes fluviatilis (Diptera:Culicidae) with the piggyBac transposable element","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2006,"Mosquitos transgênicos: possível arma contra a malária","CIÊNCIA HOJE",0101-8515,N,,,
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2005,"Driving midgut-specific expression and secretion of a foreign protein in transgenic mosquitoes with AgAper1 regulatory elements","INSECT MOLECULAR BIOLOGY (PRINT)",0962-1075,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2004,"Fitness of Anopheline Mosquitoes Expressing Transgenes That Inhibit Plasmodium Development","GENETICS (AUSTIN, TEX.)",0016-6731,A2,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2004,"Biomphalaria tenagophila/Schistosoma mansoni interaction: premises for a new approach to biological control of schistosomiasis","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2003,"Transgenic mosquitoes for malaria control: progresses and challenges","NEOTROPICAL ENTOMOLOGY (IMPRESSO)",1519-566X,A4,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2002,"Plasmodium-mosquito interactions, phage display libraries and transgenic mosquitoes impaired for malaria transmission","INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY",0965-1748,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2002,"Transgenic anopheline mosquitoes impaired in transmission of a malaria parasite","NATURE (LONDON)",0028-0836,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2002,"Bee Venom Phospholipase Inhibits Malaria Parasite Development in Transgenic Mosquitoes","THE JOURNAL OF BIOLOGICAL CHEMISTRY (PRINT)",0021-9258,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2002,"Genetic transformation of mosquitoes: a quest for malaria control","INTERNATIONAL JOURNAL FOR PARASITOLOGY",0020-7519,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,2000,"Robust gut-specific gene expression in transgenic Aedes aegypti mosquitoes.","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA",0027-8424,A1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,1999,"Search for molecular markers linked to Liriomyza trifolii resistance in tomato.","EUPHYTICA (WAGENINGEN)",0014-2336,A2,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,1998,"Dados Biológicos de Podisus nigrispinus (Dallas) Alimentado com a Lagarta do Maracujazeiro Dione juno juno (Cramer).","ANAIS DA SOCIEDADE ENTOMOLÓGICA DO BRASIL",0301-8059,N,,,
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,1997,"Effect of Eucalyptus feeding in the development, survival and reproduction of Tynacantha marginata 	(Heteroptera: Pentatomidae).","REVISTA DE BIOLOGIA TROPICAL",,N,,,
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,1996,"Aspectos Biomorfológicos de Tynacantha marginata Dallas (Heteroptera: Pentatomidae) Alimentado com Larvas de Tenebrio molitor L. (Coleoptera: Tenebrionidae).","ANAIS DA SOCIEDADE ENTOMOLÓGICA DO BRASIL",0301-8059,N,,,
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,1995,"Tabelas de fertilidade e de esperança de vida de Tynacantha marginata Dallas (Heteroptera, Pentatomidae, Asopinae) alimentado com larvas de Tenebrio molitor L. (Coleoptera, Tenebrionidae) e folhas de Eucalyptus urophylla S.T. Blake","REVISTA BRASILEIRA DE ZOOLOGIA",0101-8175,B1,,,2020
"Luciano Andrade Moreira",http://lattes.cnpq.br/5832739049925970,1993,"Efeito da Densidade Ninfal na Viabilidade e Sobrevivência de Supputius cincticeps Stal, 1860 (Hemiptera: Pentatomidae) Criado em Laboratório com larvas de Tenebrio molitor (Coleoptera: Tenebrionidae).","REVISTA BRASILEIRA DE ENTOMOLOGIA",0085-5626,A4,,,2020
