nome,lattes_url,ano_publicacao,titulo_publicacao,periodico,issn,qualis,pontos,area,ano_base
"Nagila Francinete Costa Secundino",http://lattes.cnpq.br/0641258278314799,2023,"Vector Competence for Zika Virus Changes Depending on the Aedes aegypti?s Region of Origin in Manaus: A Study of an Endemic Brazilian Amazonian City","VIRUSES-BASEL",1999-4915,A2,,,2020
"Nagila Francinete Costa Secundino",http://lattes.cnpq.br/0641258278314799,2023,"Genomic analysis of two phlebotomine sand fly vectors of Leishmania from the New and Old World","PLOS NEGLECTED TROPICAL DISEASES",1935-2735,A1,,,2020
"Nagila Francinete Costa Secundino",http://lattes.cnpq.br/0641258278314799,2023,"The larval midgut of Anopheles, Aedes, and Toxorhynchites mosquitoes (Diptera, Culicidae): a comparative approach in morphophysiology and evolution","CELL AND TISSUE RESEARCH",0302-766X,A1,,,2020
"Nagila Francinete Costa Secundino",http://lattes.cnpq.br/0641258278314799,2023,"Evolution and assembly of Anopheles aquasalis</i> 's immune genes: primary malaria vector of coastal Central and South America and the Caribbean Islands","OPEN BIOLOGY",2046-2441,A2,,,2020
"Nagila Francinete Costa Secundino",http://lattes.cnpq.br/0641258278314799,2023,"Effect of fluralaner on the biology, survival, and reproductive fitness of the neotropical malaria vector Anopheles aquasalis","MALARIA JOURNAL",1475-2875,A2,,,2020
"Nagila Francinete Costa Secundino",http://lattes.cnpq.br/0641258278314799,2022,"Dengue Infection Susceptibility of Five Aedes aegypti Populations from Manaus (Brazil) after Challenge with Virus Serotypes 1-4","VIRUSES-BASEL",1999-4915,A2,,,2020
"Nagila Francinete Costa Secundino",http://lattes.cnpq.br/0641258278314799,2022,"Natural vertical cotransmission of Dengue virus and Chikungunya virus from Aedes aegypti in Brumado, Bahia, Brazil","SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL. REVISTA",1678-9849,B1,,,2020
"Nagila Francinete Costa Secundino",http://lattes.cnpq.br/0641258278314799,2022,"Corrigendum to: Morphological Characterization of the Antennal Sensilla of the Afrotropical Sand Fly, (Diptera: Psychodidae)","JOURNAL OF MEDICAL ENTOMOLOGY",0022-2585,A1,,,2020
"Nagila Francinete Costa Secundino",http://lattes.cnpq.br/0641258278314799,2022,"The influence of culture-dependent native microbiota in Zika virus infection in Aedes aegypti","PARASITES & VECTORS",1756-3305,A2,,,2020
"Nagila Francinete Costa Secundino",http://lattes.cnpq.br/0641258278314799,2021,"Simultaneous circulation of zakat, dengue, and chikungunya viruses and their vertical co-transmission among Aedes aegypti","ACTA TROPICA",0001-706X,A2,,,2020
